seed,deflection,zone,n_entered,entry_mean_step,entry_std_step,local_temporal_jitter,success_rate,failure_rate
14,0.1,B_transition,70,97.34285714285714,1.9338024296020249,0.019865889355848418,0.4142857142857143,0.5857142857142857
14,0.1,C_downstream,38,268.36842105263156,10.727291934303238,0.039972258629339494,0.4142857142857143,0.5857142857142857
15,0.1,A_entry,70,0.0,0.0,0.0,0.24285714285714285,0.7571428571428571
15,0.1,B_transition,69,96.78260869565217,2.0491749150299867,0.02117296632758433,0.24285714285714285,0.7571428571428571
15,0.1,C_downstream,29,270.8965517241379,14.844817573788125,0.05479884287656142,0.24285714285714285,0.7571428571428571
16,0.1,A_entry,70,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143
16,0.1,B_transition,69,96.98550724637681,2.0746416042727414,0.02139125383941171,0.2857142857142857,0.7142857142857143
16,0.1,C_downstream,29,273.44827586206895,14.873225670813127,0.05439136752232073,0.2857142857142857,0.7142857142857143
17,0.1,A_entry,70,0.0,0.0,0.0,0.32857142857142857,0.6714285714285714
17,0.1,B_transition,70,97.22857142857143,1.928518517792709,0.019834895128430972,0.32857142857142857,0.6714285714285714
17,0.1,C_downstream,30,271.1333333333333,10.477701189775464,0.03864409093829661,0.32857142857142857,0.6714285714285714
18,0.1,A_entry,70,0.0,0.0,0.0,0.3142857142857143,0.6857142857142857
18,0.1,B_transition,70,97.41428571428571,2.339064875072071,0.02401151800166654,0.3142857142857143,0.6857142857142857
18,0.1,C_downstream,37,271.97297297297297,14.006729051745067,0.05150044468972095,0.3142857142857143,0.6857142857142857
19,0.1,A_entry,70,0.0,0.0,0.0,0.34285714285714286,0.6571428571428571
19,0.1,B_transition,69,97.40579710144928,2.080404368300493,0.021358116561711098,0.34285714285714286,0.6571428571428571
19,0.1,C_downstream,34,274.05882352941177,14.642687748438464,0.05342899586231929,0.34285714285714286,0.6571428571428571
0,0.3,A_entry,70,0.0,0.0,0.0,0.6,0.4
0,0.3,B_transition,70,96.67142857142858,1.2617609981000883,0.013052057021736741,0.6,0.4
0,0.3,C_downstream,45,258.6666666666667,5.068420748999523,0.019594410112035807,0.6,0.4
1,0.3,A_entry,70,0.0,0.0,0.0,0.6714285714285714,0.32857142857142857
1,0.3,B_transition,69,96.26086956521739,1.3259087549545137,0.013774119857107954,0.6714285714285714,0.32857142857142857
1,0.3,C_downstream,51,258.4313725490196,5.36237766243115,0.020749716296125223,0.6714285714285714,0.32857142857142857
2,0.3,A_entry,70,0.0,0.0,0.0,0.6857142857142857,0.3142857142857143
2,0.3,B_transition,70,96.21428571428571,1.5013599277498584,0.015604334809413183,0.6857142857142857,0.3142857142857143
2,0.3,C_downstream,54,258.5925925925926,5.009319161687428,0.01937147198009704,0.6857142857142857,0.3142857142857143
3,0.3,A_entry,70,0.0,0.0,0.0,0.6,0.4
3,0.3,B_transition,68,96.48529411764706,1.366539716161865,0.014163191693041264,0.6,0.4
3,0.3,C_downstream,48,257.2708333333333,4.863724495921024,0.01890507537479162,0.6,0.4
4,0.3,A_entry,70,0.0,0.0,0.0,0.6857142857142857,0.3142857142857143
4,0.3,B_transition,69,96.3913043478261,1.3749033305079912,0.014263769328532128,0.6857142857142857,0.3142857142857143
4,0.3,C_downstream,55,257.23636363636365,4.352485753153588,0.016920180691441668,0.6857142857142857,0.3142857142857143
5,0.3,A_entry,70,0.0,0.0,0.0,0.4714285714285714,0.5285714285714286
5,0.3,B_transition,70,96.78571428571429,1.4628041285036577,0.015113843393977573,0.4714285714285714,0.5285714285714286
5,0.3,C_downstream,41,259.8292682926829,5.534382284364034,0.02130007262349123,0.4714285714285714,0.5285714285714286
6,0.3,A_entry,70,0.0,0.0,0.0,0.6285714285714286,0.37142857142857144
6,0.3,B_transition,70,96.62857142857143,1.354056641265461,0.014013004862152774,0.6285714285714286,0.37142857142857144
6,0.3,C_downstream,50,258.98,4.606473705558298,0.017786986275158356,0.6285714285714286,0.37142857142857144
7,0.3,A_entry,70,0.0,0.0,0.0,0.6571428571428571,0.34285714285714286
7,0.3,B_transition,68,96.11764705882354,1.3232025740237636,0.013766489448084424,0.6571428571428571,0.34285714285714286
7,0.3,C_downstream,51,258.2156862745098,4.632848298029702,0.017941777143184737,0.6571428571428571,0.34285714285714286
8,0.3,A_entry,70,0.0,0.0,0.0,0.6142857142857143,0.38571428571428573
8,0.3,B_transition,67,96.28358208955224,1.533759113870463,0.015929601709541736,0.6142857142857143,0.38571428571428573
8,0.3,C_downstream,51,258.0,4.938841651920528,0.019142797100392968,0.6142857142857143,0.38571428571428573
9,0.3,A_entry,70,0.0,0.0,0.0,0.6571428571428571,0.34285714285714286
9,0.3,B_transition,69,96.42028985507247,1.4784029485572863,0.01533290296849463,0.6571428571428571,0.34285714285714286
9,0.3,C_downstream,50,258.38,5.272153260291282,0.020404649199902772,0.6571428571428571,0.34285714285714286
10,0.3,A_entry,70,0.0,0.0,0.0,0.6571428571428571,0.34285714285714286
10,0.3,B_transition,70,96.62857142857143,1.5040082500859266,0.015564839962289372,0.6571428571428571,0.34285714285714286
